,Review,Label
98779,"nothing but following the lectures, hardly any quizes or assignments where you have to work things out on your own. also, there's way too much material crammed into four weeks, leading to a lack of depth. i learned a lot, but this was not very engaging.",0
13670,"i learnt much but only rated 3 stars because students are unable to submit their assignments or receive peer group or mentor feedback unless a payment is made. the previous writing course i completed with coursera did not have such restrictions - you only had to pay for the certificate if wanted. however, thank you for free access to the content",1
70620,peer reviews was unfair. it's must be any methods to exclude inadequate learners from reviewing. blacklists is only one way to stop them now.,1
82880,"interesting topic, and maybe most helpful for those who are less than friendly with others on the job.",2
82091,the teacher speaks very fast and provides the material not deep!,1
12691,very good course,2
51422,understand every thing. thanks to teacher!,2
66129,awesome course,2
50903,"this is good content, but way too broad and general to be considered a proper introduction. the course was too easy for my taste to be considered worthy of a certification.",1
12500,"very good coarse...would like a copy for reference.... what can we do about that? oh and by the way this coarse is so beautiful...i took photography for four years at a local junior college and didn't learn (or remember) nearly as much while being challenged and having fun at the same time.... its is so good you want to learn more....and you sure can, i am on fire trying to find out more. i now read quite a few articles about photography in various publications, as most ""latest"" info comes through the grapevine. i always inquire as "" how did he do that""? it's amazing how much i don't know! good job guys",2
8726,"very amazing education, can't thank coursera enough",2
23678,"this is less of a university level course and more of a long infomercial for michael pollen books with a cooking show at the end.there is no interviews with nutritionists or scientists. in fact, there really isn't much here in the way of science at all.the cooking videos are fun with some good recipes.",0
34187,extremely generic and a but to much of self-promotion.,0
68027,it was an excellent thorough course with practical sessions using python. it was awesome ..,2
62502,"the videos are long and not engaging enough. rather than digital marketing concepts, this was more an application of trends to traditional marketing concepts. some of the topics are already outdated and some assignments were more applicable to those residing in the u.s. or are not exactly feasible to do at this point.",0
103847,very caotic.,0
56320,very good! covers the basic topics and algorithms and gives good advice on how to apply machine learning.,2
82307,"this course is really intuitive and easy to understand, even if you don't have much practice programming. also it is very clear, i highly recommend this course.",2
90206,"i am in the process of applying for a phd that will entail developing a questionnaire de novo, and this brief course has been immeasurably helpful in identifying components of questionnaire design that require careful consideration. it is only a taster, and there is certainly a lot more to read up on around the topic, but it has provided a sound basis to grow on. i would highly recommend it for anyone who is new to survey methodology, or is even slightly interested in knowing how the design of surveys can influence results.",2
75209,great course great instructor!i really enjoyed the course.,1
60876,"great tips, however assignments are mandatory even for users who don't want to upgrade.",2
93437,"videos are poorly narrated and are marginally effective: vocabulary + key concepts only. the ""swirl"" exercises are woefully inadequate to prepare students for the quizzes. foundational tasks (i.e. establishing a valid connection to the sample data) are conspicuously absent from the guided exercises; leaving too many students to seek help from message boards and google. lastly, the ""professors"" are completely unreachable: they may as well be dead. after 30 years in the it industry, i found this course to be profoundly aggravating and a complete waste of my time - i have abandoned this course and bought a ""teach yourself"" book instead.",0
94139,"amazing course, very practical. i am starting my company and will use all the tools. craig is great!",2
41701,"assignments are not always relevant or clearly explained. more resources on how to complete them properly (for example, suggestions about how to do prototyping and what tools to use) would also help improve this course.",0
72830,excellent in depth dive into regression! great profs!,2
42733,it is super essential course. i firmly wish everyone should learn this lesson and get vital learning techniques.,2
15973,the quality of videos was pretty poor. the question and answer format of discussion was not a great idea (might have been great for kids videos). doesn't enthuse us to continue the course. thanks however for putting the effort and making this available to everyone for free. really appreciate that.,1
12390,pros: covers lots of good topics about big datacons: no real big data exercise,2
69110,i do not like this course being tied to a commercial product. in my opinion it should be using an open source python library and not focusing on the dato product.,0
103224,"that's terrible! i can't see any english subtitles added to this course. besides, tests are not relevant to the content taught in the video.",0
81645,very informative course.,2
24307,excellent very useful and adaptable to different realities.,2
61956,"a little propagandist, but interesting with that in mind",0
21723,"really great course material. i spent way too much time on the exams and projects, because i believe not enough information was given (had to spend a lot of time searching through discussion forums, stackoverflow, help files etc...and while that is useful experience, it was a lot more time commitment than expected from course description)",2
14187,the course is too short and i didn't learn much.,1
66011,i thought this was a beautiful way of explaining these things.,2
103686,"course is gathering general information on smartphones, and tells an historical view of smartphones et os associated.what could help professionnally is more about how to develop apps on these phones, today and tomorrow.",0
104330,this course needs too much c/c++ knowledge and the test are far too code oriented. you have to give textual answers without having enough help for memory calculation.,0
46693,i guess all advice are useful for me.,2
90165,"most of the homework assignments aren't graded correctly out of the box and have errors. also, only specific solutions are selected. otherwise it's great material at a good pace.",1
42241,a very informative and interseting,2
35444,"not as advanced as other coursera courses, this course if for participants who do not have any background in international relations and diplomacy. wish they would have made it more advanced.",0
105158,"the most important part of this course is peer review imho. so, i put a lot of effort and consideration into the reviews i gave, trying to make them helpful, constructive and encouraging. but it was not very reciprocal. i did get a few great reviews, very thoughtful, very constructive. but sometimes i only got two reviews instead of three, and usually the reviews gave no criticism. one review was a single word, ""nice."" i got a lot more out of the other courses in this certificate. i was disappointed with this one.",0
64974,very limited treatment of the subject.,0
61529,i don't feel like the videos were helpful in explaining and offering guidance. they were boring and basically repeated everything given in the readings. the delivery should be improved. kevin hartman was clearer,0
59553,"excellent course, assumes nothing, brilliantly explained, comprehensive, fun assignments, andrew ng is a hero! highly recommended!",2
96998,a terrific course.,2
86322,fantastic course! the professor shared some interesting personal stories and explained things clearly with helpful examples. the course altered my perspective of success and gave me a better sense of how to live a more fulfilling life based on my personal values.,2
61923,"this is not a bad quality-price course but after working accounting and finance iese courses i have to say that this one does not have the same level. to improve specially content organization: firt week is very heavy comparing with the others. the first and the last videos of the course, in starbucks, in a very windy day, they have a very bad audio. the fourth week exam doesn't offers the pdf of the results. in final exam results they say 3,8 is 45% of 15,3 ¿?... anyway, i expect more quality in the next course of the program ""managing people""...",1
94451,"i enjoyed the earlier courses more. i did not like the way the materials were provided. there were a lot of very complex ideas were presented, in a very concise and brief manner. also, there should be more exercises to practice. may be its me, but, i guess, i might need more time to fully comprehend the materials.",1
92517,very interesting and helpful course! thank you!,2
62849,it feels very rushed.,2
42237,"so excited to be continuing through this course. i have already learned so much, and i love how interactive and comprehensive it all is.",2
69292,just great.,2
40804,"exceptional course, very easy to understand and useful in day-to-day basis.i only would suggest to provide additional material to re-inforce understanding, practice and train techniques shown.great material you developed, university of michigan team.regards,carlos",2
487,"thank you so much jeff, iy was usefull course, i think it needs to extend the material and learning's period.thank you so much!!!",2
93130,it is not a beginner friendly course. learn r from somewhere else and then take this course.,1
74512,good basic intro. professor doesn't take himself too seriously which makes the lectures entertaining as well as informative. i would recommend this to someone who has no coding experience.i have some programming experience with python. i didn't need to watch the lectures to answer the questions. there may need to be some way to 'exempt' out of certain courses to get to next course in the specialization.,2
16914,not recommended. not clear why we need to use r and learn all this statistics. not practical for use in ux design.,0
93345,"i am reviewing at very early stage (after 1 week of my study in this course) but i am pleased with the entire flow, management etc of the course so far.swirl is i would say one of the best feature. along with vid-lecs it gives us a perfect opportunity to get our grip on the programming.wish we could have such facility with all such programming environments. :)hats off to all the makers of the arrangements. thanks a lot :)",2
29501,it lacks of video lectures so i had to rely on notes only. the course's content is interesting and has potential to give learner more depth of topics. hope it will be improved soon.,1
18620,final assignment is too difficult to do for beginners. it's crucial for them not to pass the course unless getting a certain score on the final assignment.,0
30142,it was a great help for me to start understanding how to write correctly. i'm gonna definitely start using it!!,2
103942,"went in a slow pace. enjoyed the modules, especially final assignment.",1
58647,good course for learn deep learning.,2
9498,"superb course; it's helped me immensely in learning ap calculus, and it's yet another reason for why jim fowler is such a highly acclaimed mathematician.",2
103952,"probably guys did big amount of work, but the course looks extremely raw. half of lectures time is talking about nothing and it seems that there were no lecture plan before shooting the video. it would have been ok if the course had been free, but i expected much more from it for that price.thank you for you work, but, i think, you need to keep improving the quality of the course.",0
75115,should be a little bit harder,2
97514,"i liked very much the course and i would like to get enrolled in others courses related. it helped me a lot to much better develop my work of inter-faith's dialogue and i think important my institution to include the theme of counterterrorism and foreign fighters at our magazine as prevention to avoid conflicts and wrong decision by youngers. as christian, to better understand the muslim and islam world to promote peace is fundamental.",2
50818,nothing helpful,0
12163,some videos are lively... some questions are unnecessarily hard... the instructor is generous and learned.,2
2347,"if possible, i would give this course zero stars. it provides an incredibly closed minded view towards all topics and provides very minimal factual information. the makers of this course, and especially the instructor, obviously have had very little to no experience of any kind with most of the topics they discuss.",0
25697,a good start for learning game design and development,1
86816,"maybe homeworks are too easy, but they are concentrated on the course...",2
66782,"not as good as the other courses. i do wish another instructor could have done the videos. i had a very hard time staying with this course due to my frustration with instructor style of communicating. i felt like to much basic info about marketing especially traditional vs digital advertising. most of us, get that. i don't know when i've struggled so hard to keep my attention and focus on the material. this specialization starts with a bang and ends very boring and outdated feeling.",0
93889,very superficial and inconclusive.the course professor focuses more on himself than on the material.,0
19128,"the course is a shallow introduction to a set of topics about embedded systems, it tries to cover too much without really explaining the concepts. the videos could have some diagram.",0
58364,"after i took this course, i'm convinced that online learning can actually be much better than traditional education. thank to all coursera founders and andrew ng!",2
63285,great course!,2
8157,good for everyone,2
57944,"excellent broad introduction to machine learning techniques from linear regression to neural networks and beyond. it goes into an appropriate amount of detail without getting bogged down by esoteric mathematics. whether you're new to the field or just filling in gaps, this course fits the bill.",2
17084,same as the theory class not much examples or case studies....,1
93229,i liked the course very much because mr peng has given me very good grounding of the basics of r. i wish to keep learning more about r because this course has certainly motivated me enough to pursue the next course on r. thanks team for having me as a participant. all the best to mr peng :-),2
99119,"very intersting course, using various fields of engineering (mechanics, structures, fluid dynamics, electricty...) and project management. recommanded to have a good overview of wind energy !",2
94500,very little depth. i don't recommend this if you don't already have background in statistics or r. i really didn't learn anything. i mostly just gamed the quizzes and projects.,0
11110,i did not find that this course added anything to what i already learned. seems mainly a re-hash of prior material slimly disguising marketing pitch of other northwestern courses.,0
87543,i would like to thank dr. charles severance for a very informative and easy to learn material. it was pleasant to go through this course.,2
39647,"interesting from the basics to the (optional) details, taught and brought with fun and passion",2
65294,"at first it turns up a little difficult, especially the second week but it's all there.the community was great, the discussions helped me a lot.",2
69623,"it is a great course!!! for me, it is an excellent opportunity for learning about others languages...",2
47828,"excellent content, well represented.it's been so long since something engaged my mind so much.thanks every body and congratulation to such success.",2
67186,"there is a lot of good information in here that is told poorly. professor simply reads the slides to you for the most part, foregoing practical examples in favor of sticking to abstract concepts, and letting you figure out the details. quizzes had errors in them that made passing them unnecessarily difficult. the slides that you could download are sometimes cutoff, leaving information out. this is very indicative of the classes i had in college, where the class was ""here are a bunch of whitepapers/books, read them, and you'll be an expert"". there is little in the way of helping you understand these complicated concepts, and because they are complicated, many argue that should absolve the professor from needing to find a way to teach them in an understandable way (when other professors have been able to take complicated topics like this and distill it down to something that was both fun to learn and gave a solid foundation for going forward). i'm sure professor hinton has contributed much to the field, but i suspect his passion lies in playing with ideas and theories, not in trying to teach the next generation about how to do so.",0
52843,"i love the content overall. however, i'm very disappointed that there are no video lectures at all. ironically, i could find some old video lectures of this course on youtube. the difficulty of this course warrants video lectures to convey many concepts and techniques, such as the fitch system.hopefully you can add video lectures back to this course.",1
87165,after the first two courses this one seems to be much more difficult. maybe some intermediate course is needed.,2
81854,"i am really disappointed, to be honest! course covers mostly trivial stuff; lectures are just presenting code snippets; many inaccuracies; nothing about html5; entire 4-week-class can easily be completed in one week.definitely not near the quality i am used to from coursera. udacity’s ""intro to html and css"" and ""javascript basics"" are way better.",0
45000,"it`s very interesting, helpful and easy. thank you very much!",2
8420,last exercise is half the course and took many frustrating hours to install and for me never worked. no support provided by instructors. you are on your own.,0
90430,this is a very good course for a begineer like me.,2
33894,"a very good course, not just for those who want to become experts, but also for those who know more.",2
40367,"of course, this course will give a whole idea about the india of contemporary time.",1
12897,this course is not prepared as well. you see several video with animated presentation and typical (vocabulary) terms.it is not for beginners because in course you didn't find answers.it is not for pros because in course you didn't find interesting material.hope that instructors can change course to better.,0
28775,excellent class ! the professor is dynamic and really interesting. thank you !,2
31350,thank you for the course. it was exciting and helpful. i enjoyed it very much and gained m,2
80247,"this course packed a lot in and was very direct and efficient, giving helpful examples to illustrate the points. the project management tools learned can be applied in so many situations even for those of us who will never have the official title of ""project manager"". videos are supplemented by flash lessons that go over the information, which was great for learners who may not learn as well by video alone. i would have liked one or two written assignments, but quizzes were relevant to the information provided and it was nice not to have to wait on peer-reviews. overall, a great course.",2
89456,over reliance on student grading. material does not map well to the quizzes.,0
5755,"the videos and explanations are very poor. most of the time the instructors are reading off a script, and everything feels fake. by reading off a script they are forced to ""hand-wave"" and do not explain concepts covered completely.the only thing i liked about this course were the problem sets, which were interesting to do. will not buy rest of specialization, feels like this is just a cash cow for ucsd.",0
15317,"it is a good beginners course but i think there are better lessons in sas and python if learning these is your goal, and the content in data cleaning and visual analysis is very basic.",1
103943,very poor organized.,0
66579,"this was a thought provoking, tip of the ice-berg, inspiring and simple course appropriate for nearly anyone with an interest in 'the arts'. i will say also that crucial to 'getting' this topic and the most out of the course content you must do the final project. that is where the aha! moment awaits. great course.",2
17347,it was really frustrating that the autograder and assignment instructions didn't match. this course has been around too long for that big of a mistake. the lectures were the redeeming factor. they were interesting and presented the subject matter in a concise way.,1
49994,this course is very basic,1
66940,"it contains the exact combination of neuroscience, psychology and economics that a student with no clinic background was searching for",2
4849,i found it very hard to understand the lecturers and what they were saying.,0
68760,poorly executed. constant differences in data. tiresome to watch two supposedly very intelligent instructors amuse themselves by saying bro and dude. the use og graphlab is unnecessary and adds a layer of complication which adds no future value to your toolkit. probably a lot of better executed machine learning courses out there,0
11875,a good course but neither notes nor lectures were not in much details. but still it was worth my time. i strongly recommend it if you want a subtle introduction to bayesian statistics.,2
32935,"one of the best teacher that i have ever seen in my life, accessible and understandablematerials. in short, the best!!!",2
103644,super boring & clinical presentation of the material.,0
30432,it's a good course with some interesting resources. most of the practice resources use flash and one of the assignment submissions is inconsistent with the other submission formats. the content of the course itself is 4.5 stars. for me there is one element that i wish had an explanation or somewhere to ask about it. instead i'll need to search the internet for an answer and hope what i find is correct!,1
32807,great course for anyone interested in how to make cities a more sustainable and pleasant place to live.,2
79508,one of the best courses ever in music production!,2
4586,the instructions are excellent. it really helps to learn the analytical functions in excel,2
30651,"great course, the lessons are very well explained.",2
13716,"the peer reviewed assignments are next to useless, as there is no oversight on them. i think there needs to be a basic comprehension assessment done first, before allowing fellow learners the ability to pass/fail students in the course.",0
104331,could have gone more deeper in some of the topics which were covered at very high level. overall a good introduction to the subject matter.,2
37742,"it is two hard for beginners, or the lectures should be more detailed because assignments are hard. and on the another hand there are two much information and lectures for one week. it should be less lectures and information for one week. in this way it has two much load for person who works. it should be stretched trough more then 3 week for example 6 weeks with less lecturers with assignments that are graduly get difficult. because first assignment is to big jump.",0
24774,maybe a little thin in terms of content; besides interesting,1
20350,"a mathematical and, to a lesser extent, a programming and standards (itu) perspective of digital signal processing. if you have solid maths skills and are comfortable on the complex plane this excellent course is well worth the time and effort.",2
60836,brief and accurate course. it provides useful information for writing professional emails. it´s a pity that the free version does not include assignments and peer´s review.,1
45652,"some very interesting topics, that are presented sufficiently well to actual",2
46459,"covers helpful and interesting tools that will be of interest to anyone with a desire to learn.well presented, with useful optional videos to provide further context.",2
5677,"the programming exercises should not be optional. i still intend to do them, but now i passed the course with a 100% mark but only 10% of knowledge.",0
94203,"very shallow content - broad, but not deep. not many assignments instead of the last one. we hear what we heard before. for the same price, analytics edge at edx is far better choice for practical machine learning.",0
52472,"a) there clearly was a huge amount of criminal behavior that contributed to the crisis. the presenters appear to approach the subject half-heartedly, and focus their energies on disproving the possibility without sufficiently examining it.b) a lot of the review questions focus on remembering facts rather than on understanding the causes and effects. for example, what is the relevance of being able to remember that job losses at the height of the crisis were of the order of 880k a month or 200k a month??c) it is obvious to anyone with even trivial financial expertise that the financial system today is weaker than it was before the crisis. the too big to fail are bigger today (by a large margin) and interest rates are too low (remember the search for yield was the motivation for the creation of the exotic securities which blew up the system). secy geithner's focus in week 8 comes across as a personal defence of his actions rather an objective analysis of what was done and should have been done.",0
75507,"this course is way too slow and boring. i am disappointed i have paid so much for so few content here. why a full specialisation cycle when one or two courses would probably have been more than enough ? too much distraction as well, with ""funny"" videos that i had to pay for...",0
22028,"the course is good, but it doesn't really offer all the tools required to pass the exams. i had to take extra courses in other place in order to pass. in addition, the exams some times become a bit too subjective of what the classmates want to grade you.",1
29359,excellent course. very well presented.,2
104826,"brian caffo is explaining the statistical inference methodically, but he could work on making the lectures less tiresome and monotonous.",1
87860,"another in an excellent series of python courses. thanks for making the videos shorter, it's hard to download stuff here in southeast asia.",2
60988,"the subjects selected are relevant, the professors are very knowledgable, engaging and inspiring and they answer all the questions promptly.i enjoyed this course tremendously, highly recommended!",2
93659,"there is a huge distance between what you teach in the videos, which is fine, and the programming assingments which seem to be apt at an expert audience.to solve these problems i have to spend hours and hours on the internet looking at other people doing similar projects or asking for help.i agree that by looking you can get insight into what you are doing, but the lessons need to be built little by little and supported by practice.you can't slam me with these cache problems giving me an example that is hard to understand (much harder than anything seen during class) and expect me to do it in 5 hours per week. maybe 5 hours per day.disappointed. i wanted to use the whole course to learn about rprogramming but i will most likely try to get back the money i spent on this and let it go.",0
10022,twas nice,2
98721,this course was very helpful to me.,2
46823,"a course i should have taken 20 years ago, but still find it useful!",2
38684,java for android was everything i expected. the lectures and assignments were very clear. the instructors and mentors were very helpful. i am looking forward to the next class.,2
19266,this is a very unevenly paced and constructed course - not at all delivered to the standard of the previous coursera courses i have followed. some lectures are clear and guide the learner step by step - and then others suddenly assume a level of knowledge and sophistication that is at a significantly higher level and includes concepts that have either not been introduced or have been dealt with in minimal detail. it also ends up focusing more on music analysis than music theory - while there is a relationship between these 2 approaches i did not embark on this course to become an analyst - as a practising musician i wanted to understand more of the concepts behind what i do and hear. very disappointed - i will now look elsewhere to satisfy my learning.,0
85396,genius. marvelous. astounding. i have no more words.,2
92863,"there is a wide gap between the videos, practice assignments and completing the required projects.",1
3246,"extremely poor help and feedback.almost no replies on discussion forums from mentors/peers so many issues end up unresolved. considering how difficult this course is compared to other courses, the lack of real assistance is appalling.seemingly outdated lessons.a lot of errors i get come from version discrepancies. lessons should be checked over. if i have to google problems to complete step-by-step lessons, the lesson is extremely ill-prepared.this is enough to make me abort this specialization.",0
10396,its very boring. just someone reading off slides. one could read from a book instead. no examples or explanation to the information on the slides.,0
7848,"great course!! very well explained, easy to understand and overall very useful information. i have learn a ton with this course and definitely i would recommend it to anyone concerned about their children nutrition.it would be great to see a child nutrition and cooking 2!great work.",2
91904,sqlite3 is powerful!,2
86145,not very useful.,0
84797,awesome course,2
9301,"very good course, although too much long.",2
73037,"initially, i took the course just for general interest in typography. the nice experience i made here convinced me to go deeper into the material in the future. i definitely learned something that took me some steps forward.i especially liked the well-made videos. they are very good to listen to and they are very clearly designed, it is making things easy to understand.in the exams and in the peer reviews, it seemed to make a difference that some students had already taken the graphics design specialization.i can definitely recommend this course.",2
92504,amazing lectures in a valuable way of sharing knowledge. the business cases brought as examples were very well selected and made the course even more interesting.,2
99611,too basic and superficial.,0
93669,"only the most basic of instructions for r, which are bland and easily read in the documentation or other free resources. there are very few best practices or real examples to use anything found within. the quizzes and assignments do not match the lecture material and are contrived. not worth the money!",0
34498,"the course was great but there were some quality issues; such as incomplete instructions in week 3 quizzes and some errors in numbers. and the formula bars in the videos (i.e. formulas within the spreadsheets) were immensely small and we could not see the formulas therein. participants raised this several times in the discussion forum but there was no response from the instructors. though the course content itself was excellent, the rating is because of the issues mentioned. otherwise the course was great and i would recommend it to others for the knowledge.",1
3165,this course is not for javascript beginners. you should come in with solid understanding of the language - probably more than you would get from the first two courses of this program.,1
54178,this course helps me to know the basic things of machine learning and help me to prepare for deep learning course.,2
37,excellent overview of the ways in which 3d printing is in use and how it may be used in the future.,2
76577,"to be honest, i thought the course stumbled and fell short. it was too basic and slow paced. the tone was a bit immature at times, and perhaps appropriate only for a grade school level classroom--not something for working professionals. and it's certainly not mature enough or challenging enough for a university class. even if the goal were to teach those with no programming experience, it could accomplish that while providing more content, and making the content relevant.is the course worth the price? hell no. if you do pay, you may feel very cheated at the end. the entire course can be reduced to 3 pages of notes. one would be better off checking into other free, online tutorials.i'm not sure about the value of the videos titled ""office hours."" they all appeared as self-promotional behavior from the professor, as if to say, ""hey look how great i am making this video in paris."" they're really nothing more than that. in one video, he corners a guest speaker at a conference, who appears annoyed after a few minutes and gives the professor a polite brush-off: ""other people here would like to talk with me too."" after all of these videos, you will ask yourself, ""okay, why did severance make me watch that?"" ""what was the point?"" and you'll shrug your shoulders and say, ""another waste of time.""",0
10776,"the capstone, just like the courses of the specialization are a strong illustration of the problems of higher ed.",0
2913,"many of the problem sets ask you to apply theorems in ways that have not been demonstrated. if a student makes a mistake, no feedback is given other than, ""that is not the right answer"".",0
9375,"really frustrating method of teaching. class is incredibly slow and does way, way too much simple addition, subtraction, and multiplication to prove extremely basic points for a calculus course.",0
67205,"the pedagogy in this course is truly horrible. it is severely lacking concrete relevant real world examples - in the beginning of each lecture would be super - motivating each technique. this is kind of a dealbreaker. furthermore the material is really dry and theoretical, lacking pragmatic problem solving. imo way too much time and energy is wasted on history, name-dropping and dry mathematical backrounds. andrew ng of stanford university, with his course ""machine learning"" is a great example of how it can and should be done.suffice to say it would be much more smoth, fun and efficient to start with 1) current real world relevant problem(s) motivating the technique, then 2) a clear description of the technique - with concrete examples mapping the theory to practice. this last part is super important and is what is lacking the most in the course. one more thing, the quizes and questions makes alot of silent and weird assumptions, often not even clearly relating to the lecture materials. there are also technical bugs and missing images in the quizes. suffice to say this is a real dealbreaker.",0
69872,good course material!,2
91551,was really helpful and the structure of the course is good.,2
22281,i wasn't as challenged as i thought i would be with the capstone course.,0
48947,i have learned a lot from this course!,2
66629,"i have no complaints over the content. i would however, change the final quizzes, which rely too much on one essay rather than on the videos or on other reading material.",1
93817,"what a course, keeps one up to standard.",2
66990,"tortured by a platform glitch that initially denied me credit for my work and the certificate of completion but would not tell me specifically why. turns out i needed to submit one additional peer review, although i only found this out by contact customer service. there was never any explicit message telling me what was required to complete the course and the information i did receive through the platform was just plain wrong. content of the course was good but any feelings of accomplishment were overshadowed by the frustration of trying to straighten out what turned out to be a problem with coursera.",0
78382,excellent course. i love it. prof. chuck is awesome. :),2
12907,"this is my first course in coursera.cons:information redundancy, unnecessary required reading.extend some information that only need few hours to study to a 6 weeks courses.pros:there are some useful basic concepts & frames",0
39109,"teacher's narrative is pretty clear, easy to follow. good for beginners.but the course content is very simple, somewhat too simple for the course title, it only touches on very very basic of javascript.",1
14332,illustration is not enough for the commands. more schematic description could help understanding the course much better.,1
21744,"great coverage of useful r libraries for retrieving and tidying up data, and difficult but valuable course project.",2
9728,"i like this course, the professor has explained problems clearly and orderly! i like the way he teaches. many thanks!",2
68819,i cannot spend $4000 per year package just to learn this course. sorry i am off...,0
89893,the course is really great to start coding and develop interest in it. the language used is quite simple which makes it easy to understand for almost anyone. thanks coursera for the course.,2
4443,"good, but no material and lack of structure",1
94653,i feel that the lecture material lacks proper explanation of the key concepts but the questions in quizzes are good although the lectures should have been more conceptual rather than theoretical,0
64312,"i was pretty disappointed with this course. firstly, the course did not seem well balanced meaning that some weeks--particularly week 2--had a lot of materials to watch and really felt like it was two weeks crammed into one, and then other weeks barely had anything.secondly, the exercises seemed unclear, poorly thought out and not really helpful. there were many errata that really should have been fixed in the beta iterations of this course.thirdly, i really would like to see more application and less discussion of implementing algorithms.fourthly, the ""scaling"" section was also a major disappointment. while it is mildly interesting to learn about stochastic gradient descent, i think it would have been more interesting to have a discussion about how classifiers work in a parallelized computing environment or actually to try one out using spark.finally, given that graphlab/dato/turi was just acquired by apple, i question whether it is worthwhile to take this course as all the materials are taught using a library that in all likelihood will cease to exist.",0
57296,excellent for the machine learning beginners.courser prepares the surroundings for each topics before going into deep. intermediate quiz and assignments for each covered topics are very good idea to check learned concepts with practical.thanks a lot.,2
105680,this course is very well designed and cover all major themesm giving overall and global view on current global development. highly recommend to all!,2
96960,it is amazing course thanks for jhh and thanks for coursera.,2
73153,cannot understand the diction..,0
7620,great format and which was easy to follow.,2
34584,a solid reminder to all to be active. good mooc if you're just starting out and looking for basic guidance on where to start.,0
50002,very few programming assignments..,1
100998,"it is an excellent tool to learn how to cope with projects on your own. it has the fundamentals to start planning projects, not only those related to business, you can also apply this material in your personal life and academical goals.",2
38677,"now that i have completed the course i'd like to give some feedback on how i think it was.1. quizzes are horrible. the fact we get no feedback on incorrect answers is not very helpful. there are only 3 quizzes where i missed just one question but no matter what, i can't get them correct. it would be helpful if there was some explanation why an answer your selected was wrong, a hint or something. also while some of the quiz answers are obvious from watching the lessons, some are totally not and if someone doesn't have any programming experience i think they would find some questions almost impossible to answer. i have a programming background and out of all the quizzes i just missed 1 question on 3 of them, but i've been trying to answer them again, and again, and again and i just can't get them right. if there was feedback after taking a quiz i'm sure it would of helped. for those 3 quizzes, i took them so many times all the other answers are memorized and i just keep trying to get that one right. it's not helpful and then it turns into a ""just keep selecting different things until it's right"" thing instead of understanding it.2. the course says it's for beginners to programming but i beg to differ. i think the way the material is presented and how the assignments are laid out i do not think someone(or not many people) would have gotten through that week two ascii assignment. i thought they assignments in some cases were harder than the lessons. maybe it's because they way they were explained in the lessons which brings me to #33. i do not think the instructors use the best/most clear examples to present the material to students. there are many easier examples to teach about looping than showing an ascii art example. because not only does the student have to grasp the concept of loops, then also have to think about ascii print logic. i think to someone with no experience would get pretty lost pretty quickly in this course. some of the things explained in the lessons i would actually look up other videos of other people explaining it to get a clearer picture.4. some material is not consistent. like in some assignments the text is wrong, for the account code example, you never really mention the mout or the interface the class uses which are in the example files and what to do with them when you write the other constructors (the course goes over this later when talking about the constructors and calling a constructor from another constructor but not that early on when you're working with the account example files5. it seems this course really isn't fully developed yet and is still going through it's growing painsoverall, i would say there are many other courses that are far better at teaching the basics of java. for me, since i do have some java experience and a programming background it wasn't too bad, but i'm thinking of the guy who has never touched a line of code before. i just don't think the course does a good enough job at explaining things to someone like that.i really hope the next courses in the specialization are better organized than this because starting with the next course because the next ones are more important to me than this course was only because of my prior background",1
21758,"amazing course! even after a few years using r in a daily basis, i still learned quite a bit of new / useful information.",2
80870,one of the best online courses i have ever attended,2
101662,good course ! but does need more programming assignments,2
104009,they taught nothing!,0
89334,"i really enjoyed this course and the effort it put forth to open the dialogue of religion, science and philosophy. thank you for creating a space to openly discuss belief.",2
90118,"a great course in a unique topic. it is very well made with a balance of theory in robotics motion control with practical assignments using the popular language matlab.however, to enjoy this course thoroughly, i think the previous course (aerial robotics) is very necessary. also, prior experience with matlab or a patience to pick up matlab will be very essential to fare through this course smoothly.",2
37403,very poor css content,0
74162,best course on python yet on the webdr.charles severance knows the subject and makes it so easy!,2
11200,"i founded so basic, i didn't feel engaged to continued.",0
39288,"i felt that the delivery was not effective. the pacing and tone of the speech was challenging for me to listen to. there were unnatural pauses within sentences, causing the lectures to drag out longer than necessary and it was difficult to connect the thoughts of a sentence together because of the unnatural pauses. the result of this was that it it required an inordinate amount of effort to understand each sentence and to put together the sentences into meaning.",0
17627,would have been better if quiz access is available for free so that it is easier to reinforce concepts learnt.,1
